"RegionID","RegionName","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02"
394312,"Albuquerque, NM",56,122400,122600,122600,122700,122700,122900,123200,123700,124400,125200,125900,126400,126800,127100,127300,127400,127400,127300,126900,126300,125400,124300,123300,122500,122200,122400,123100,124100,125100,126100,126900,127500,127900,128300,128600,128700,128800,128800,128700,128600,128600,128600,128600,128800,129100,129400,129800,130200,130500,130700,130800,130800,130600,130500,130500,130500,130600,130700,130900,131000,131200,131300,131500,131800,132100,132400,132900,133300,133800,134300,134800,135300,135700,136000,136100,136200,136300,136400,136600,136800,137100,137400,137700,138000,138100,138300,138500,138700,139000,139400,139800,140300,140900,141600,142300,143000,143600,144300,145100,145900,146600,147200,147800,148400,149100,149800,150500,151200,152100,153000,154100,155400,156900,158500,160200,161900,163700,165500,167400,169500,171700,174000,176400,178800,181300,183700,185900,187900,189500,190700,191800,192800,193700,194500,195200,195900,196400,196700,196800,196900,196700,196500,196400,196500,196500,196200,195800,195300,194700,194100,193700,193400,193000,192500,191900,191300,190600,189700,188700,187600,186600,185700,185400,185400,185400,185400,185400,185200,184800,184300,184000,183700,183400,182700,181600,180400,179600,179100,177900,176200,174700,173300,172100,171000,169900,168700,167600,166700,166000,165200,164600,164000,163900,164400,164800,164700,164500,164600,164600,164100,163700,163500,163700,164000,164200,164200,164400,164900,165200,165400,165000,164400,164300,165000,166200,167500,168500,169000,169100,169000,169300,169800,170300,171000,171200,171100,171000,171200,171800,172600,173100,173600,174200,174900,175700,176400,176800,176800,176700,177000,177400,177900,178600,179100,179300,179700,180500,181700,182900,183700,184100,184100,184400,184700,184800,185100,185800,186700,187700,188800,189600,190100,191000,191900,192700,193500,194500,195500,196900,198100,199200,200300,201100,202100,202900
394308,"Albany, NY",57,97500,97200,97000,96600,96300,96000,95800,95600,95500,95400,95300,95300,95200,95100,94900,94800,94800,94700,94700,94800,94900,95100,95200,95300,95200,95200,95100,94900,94900,94900,95000,95100,95300,95700,96000,96400,96800,97300,97700,98100,98400,98600,98700,98800,98900,99100,99400,99600,99900,100200,100400,100600,100800,101000,101300,101800,102400,103100,103900,104700,105600,106400,107300,108200,109000,109900,110700,111500,112300,113200,114000,114800,115500,116200,116900,117600,118300,119100,120000,121000,122100,123200,124500,125700,127000,128200,129400,130700,132100,133600,135100,136600,138000,139300,140500,141700,143000,144500,146300,148300,150500,152700,154900,157200,159400,161500,163400,165100,166900,168700,170400,172100,173700,175100,176500,177800,179000,180100,181100,182200,183400,184700,185900,187000,188000,188700,189300,189700,190100,190700,191300,191900,192200,192400,192500,192500,192600,192600,192400,192000,191400,190900,190500,190300,190000,189800,189500,189100,188500,187700,187100,186500,186100,185800,185600,185300,184800,184100,183500,183200,183400,183700,184100,184500,184800,185200,185600,185600,185400,185500,185700,185400,184800,184100,183200,182400,181900,181300,180500,180000,179900,179500,179000,178400,177900,177700,177500,177200,177100,176900,176500,176600,177000,177100,177400,177400,177300,177300,177800,178400,178700,178700,178500,178300,178300,178300,178500,178800,179300,179700,179800,179900,179800,179800,180100,180600,180800,180900,181000,181000,181100,181200,181300,181100,181200,181500,181600,181400,181400,181800,182300,182800,183700,184500,184900,185000,185300,185800,186400,186700,187300,187900,188300,188900,189500,190100,190400,190300,190400,191400,192700,193700,194300,194700,194900,195300,195700,195800,196300,198600,201300,203000,203900,204900,205700,206600,207700,208700,209100,209600,210400,210800,210200,209800,210200
394938,"Omaha, NE",58,105400,103500,101800,100300,99300,98800,98700,99200,99900,100900,102200,103800,105400,106900,108000,108500,108500,107800,106700,105200,103300,101300,99500,98100,97000,96400,96100,96200,96600,97300,98100,99100,100300,101500,103000,105100,107300,109600,111500,113200,114400,115200,115800,116200,116300,116400,116500,116800,117000,117100,117200,117400,117500,117500,117600,117700,117600,117200,116600,115700,114700,113700,112900,112400,112200,112200,112500,112800,113200,113500,113900,114200,114600,114900,115200,115600,116000,116400,116700,117100,117500,118000,118400,118900,119300,119900,120500,121100,121800,122500,123200,124000,124700,125500,126300,127100,128000,128900,129600,130200,130700,130900,131200,131500,131800,132300,132700,133200,133700,134200,134600,135000,135200,135500,135800,136100,136300,136600,136900,137300,137600,137800,138100,138400,138600,139000,139300,139600,139900,140000,140100,140000,139800,139500,139200,139000,138700,138300,137800,137200,136400,135500,134700,133900,133200,132700,132200,131900,131700,131500,131300,131200,131000,131000,130900,130800,130700,130500,130200,130100,130200,130500,130800,131000,131300,131500,131700,131800,131900,132000,131900,131400,130400,129300,128500,127900,127400,127100,126900,126600,126200,125900,125700,125300,125300,125400,125400,125400,125400,125400,125300,125500,126000,126200,126700,127200,127700,127900,128300,128700,129200,129600,129900,130000,130100,130300,130600,131100,131500,131800,131700,131700,131800,132000,132100,132300,132600,133000,133300,133600,133900,134500,134900,135300,135600,136100,136700,137300,137900,138500,139100,139600,140300,141200,141800,142400,143100,143700,144400,145000,145700,146400,147100,147800,148600,149300,150000,150900,151500,151700,152300,153300,154500,155600,156600,157500,158300,159300,160000,160500,161100,162100,163200,164100,164900,166000,167200,168200,168900,169800,170900,172100,173200,174200,175100
394908,"New Haven, CT",59,120800,120900,121200,121400,121600,121700,121900,121900,121900,121900,121900,121700,121500,121200,120800,120500,120200,120100,120200,120500,121200,122200,123100,123900,124600,125300,125800,126200,126700,127200,127700,128300,129100,129900,130700,131300,131900,132500,133100,133600,134100,134700,135200,135900,136800,137800,138700,139500,140300,141100,141900,142800,143800,144800,145800,146800,148000,149200,150300,151400,152500,153600,154800,156000,157300,158700,160200,161600,163000,164500,166000,167500,169000,170600,172100,173600,175100,176600,178200,180000,182000,184300,186700,189100,191600,194000,196500,198900,201100,203200,205300,207500,209700,211900,214100,216400,219000,222000,225200,228600,231900,235200,238300,241300,244100,246500,248700,250700,252700,254600,256600,258900,261500,264100,266600,268600,270100,271000,271500,272000,272300,272400,272200,271500,270700,269600,268400,267400,266800,266400,266100,265400,264200,262900,261400,259900,258600,257400,255800,254000,251800,249700,247700,246100,244800,243900,242800,241200,239300,237400,235700,234400,233400,232600,231500,230000,227800,225300,223200,222000,221800,222000,222300,222700,223400,224400,225100,225100,224500,224200,223900,222600,220500,219400,218500,216500,214300,212900,211200,210400,210400,210000,209600,209100,208300,207000,205500,204100,202400,200300,199100,198300,197100,196400,196200,196400,196300,195900,195800,196400,196900,196700,196100,196500,198500,199800,199900,200400,201700,202200,202100,202500,202500,202200,202600,202800,201500,201000,201700,202000,200900,199200,198300,198200,198400,198500,198600,198600,198800,199300,199400,199400,200300,202000,203000,202900,203300,203700,204300,204900,205500,205900,206600,207100,207000,206900,207000,206700,206500,206500,206600,207100,207700,207400,206300,205700,206600,208300,209700,211200,212900,214100,214300,213900,213900,214700,215400,215500,215900,216500,217000,217000,217500,218900,220200
394357,"Bakersfield, CA",60,84400,84200,84100,83900,83700,83600,83500,83400,83400,83500,83500,83400,83200,82900,82600,82200,81700,81400,81300,81300,81600,82100,82700,83100,83500,83900,84100,84200,84300,84300,84300,84400,84600,84800,85100,85300,85500,85700,85900,86200,86500,86800,87300,87800,88400,89000,89300,89500,89400,89400,89400,89600,89700,89900,90300,90800,91500,92200,93100,93800,94600,95300,95900,96400,96800,97300,97900,98500,99300,100200,101100,101900,102800,103600,104500,105400,106500,107800,109100,110700,112300,114000,115700,117600,119600,121500,123500,125600,127700,129800,132100,134400,136800,139400,142100,145100,148400,152200,156700,161800,167300,173200,178900,184400,189500,194500,199600,205200,211700,218800,226200,233400,239800,245400,250400,254400,257600,260200,262500,264900,267200,269000,270200,270600,269900,268400,266600,264500,262400,260300,258200,256000,253200,249900,245900,241000,235500,230200,225200,220400,215700,210900,205700,200100,194000,187700,181800,176400,171700,167500,163600,159900,156300,152900,149600,146200,142500,138500,135100,132900,131300,130000,129000,128300,127900,127800,128000,127800,127700,128300,128600,128100,127600,126900,125900,124500,123100,121400,119800,118600,117400,115700,114600,113900,113200,113200,113600,114200,114800,115600,116100,117000,118400,119900,120800,122000,123400,124500,125200,126100,126900,128100,129700,131500,133400,135800,138100,140600,143000,144700,146000,147400,148900,150500,151900,153000,154100,155400,156800,157500,157600,157900,158900,159700,160700,161500,162200,163100,164200,165200,166300,167100,167600,168500,169700,170800,171600,172200,172700,173200,173800,174700,175800,176800,177200,177300,177600,178300,178900,179500,180300,181400,182300,183300,184200,185200,186700,188200,188800,189200,190000,191200,192600,193900,195100,196400,197400,198200,199200,200500,202000,203700,204900,206500,208000
394753,"Knoxville, TN",61,84700,85300,85900,86500,87100,87600,88000,88400,88800,89100,89400,89700,89900,90200,90500,90900,91200,91500,91900,92300,92800,93400,94000,94500,94900,95200,95200,95200,95100,95100,95000,95000,95100,95300,95600,95900,96300,96800,97300,97900,98500,99000,99600,100100,100500,100900,101100,101200,101100,101100,101000,100900,101000,101100,101400,101700,102100,102600,103200,103800,104300,104900,105400,105900,106400,106800,107300,107600,107900,108100,108400,108700,108900,109100,109400,109800,110200,110700,111200,111800,112500,113300,114100,114800,115400,116000,116500,116900,117400,117900,118400,118900,119400,119900,120400,120900,121500,122300,123200,124200,125100,126100,127100,128000,129000,129900,130900,131900,133000,134100,135200,136400,137400,138400,139400,140300,141200,142000,142800,143500,144300,145000,145700,146300,146900,147400,147800,148300,148800,149300,149600,150000,150300,150300,150300,150500,150700,150800,150900,150800,150500,150000,149700,149400,149300,149300,149300,149300,149000,148700,148400,148200,148100,148100,148100,148000,147900,147500,147100,147000,147000,147000,146900,146700,146600,146700,146900,146500,146100,146200,146400,145900,144900,144200,143900,143700,143000,142400,141700,140900,140100,139300,138500,137700,137500,137200,137000,136500,136300,136300,136500,136600,136700,136400,136100,136100,136100,135900,135800,136100,136500,136800,137000,137500,138100,138600,139100,139700,140300,141000,141700,142400,142700,143100,143600,144100,144500,145100,145900,146400,146800,147100,147300,147600,148100,148600,149100,149900,150800,151700,152300,152700,153100,153600,153700,153900,153900,153400,153200,153700,154400,155100,156000,157000,158200,159500,160600,161400,162100,162700,163100,163700,165100,166800,168200,169000,169800,170500,171100,171800,172800,174000,175100,176300,177200,177800,178400,179800,181100,182400,183900,185100,186500,188700,190500
394653,"Greenville, SC",62,89000,89200,89400,89900,90600,91600,92800,94200,95700,97300,98900,100500,101900,102900,103600,104000,104000,103600,103000,102200,101100,99900,98900,98200,97600,97400,97400,97600,97700,97900,98000,98100,98200,98300,98600,99000,99400,99700,100000,100200,100500,100800,101100,101500,102000,102300,102800,103300,103800,104100,104400,104700,105000,105300,105500,105600,105700,105800,105900,106100,106200,106400,106600,106900,107100,107400,107600,107900,108200,108500,108800,109100,109400,109600,109700,109900,110100,110300,110500,110800,111100,111400,111500,111600,111600,111800,112000,112300,112600,113000,113400,113700,113900,114100,114300,114400,114600,114900,115200,115600,115900,116200,116500,116900,117200,117600,118100,118600,119100,119600,120000,120400,120800,121200,121800,122400,123100,123700,124300,125100,125800,126400,127000,127700,128200,128600,129000,129300,129500,129600,129800,129900,130000,130100,130200,130300,130400,130500,130600,130700,130700,130800,130900,131000,131200,131200,131200,131000,130800,130600,130400,130200,130100,130000,129800,129700,129400,129100,128800,128400,128100,127900,127900,128000,128100,128200,128300,128200,127900,127800,127600,127400,127400,127200,126500,125800,125200,124900,124400,124000,123900,123700,123400,123300,123100,123000,122900,122900,122900,122900,123100,123200,123200,123300,123500,123800,124000,124300,124500,124900,125200,125200,125300,125500,125800,126200,126600,126900,127500,127900,128100,128400,128700,128700,128700,128900,129200,129300,129400,129600,129600,129700,130000,130100,130300,130700,131000,131300,131800,132200,132600,133100,133000,132900,133100,133700,134200,134600,135300,136300,137500,139000,140300,141400,142800,144200,145300,146400,147900,149400,150700,151700,152500,153400,154300,155000,156000,157100,158100,159100,159800,160700,162200,163900,165000,166000,167100,168100,168900,169900,171300,172400,173200,174000,174300
394952,"Ventura, CA",63,177900,177700,177500,177300,177200,177000,177000,177100,177400,177900,178300,178400,178600,178900,179100,179500,180000,180600,181400,182400,183800,185500,187100,188600,190300,191900,193600,195200,196800,198300,199800,201200,203000,205000,207000,209000,211000,213100,215400,217600,219800,222100,224400,226700,229200,231900,234300,236400,238400,240300,242200,244300,246400,248400,250600,252800,255000,257300,259500,261600,263700,265800,268000,270300,272800,275500,278500,281900,285500,289400,293300,297400,301500,305700,310200,315200,320500,326000,331800,337700,343600,349400,355100,361000,367100,373100,379000,385000,391300,398200,406000,414300,423100,431900,440700,450000,460200,471300,482700,493800,503500,511900,519200,525700,531900,537700,542800,547400,551500,555200,559100,563300,568000,573300,578600,583200,587000,590200,593300,596400,599300,601400,602300,601000,597500,592800,587300,581300,575600,571000,566800,562200,556900,551100,544700,537100,528600,520100,511300,502000,492400,483500,475100,466400,457300,448900,441200,434500,428800,424400,420300,416500,412600,409300,405800,401100,395300,389200,384500,382300,381600,381600,382000,382700,384100,386100,387600,388600,389800,389400,387100,385500,385300,384200,382000,380000,377000,372900,368300,364500,361100,359600,359100,357300,354100,350200,347200,344400,343700,342100,341400,342400,345000,347100,349000,350900,353000,355100,358200,362500,365900,369300,373400,378800,386100,395400,405100,414800,422600,428600,432900,436700,440400,443400,446400,449600,451000,451300,451800,451400,450400,451400,452600,454000,455900,458300,460300,462300,464200,466900,469200,471400,474200,477600,480800,484000,486300,489300,492700,495600,497700,499400,500500,502700,506400,510800,515500,518900,521300,523800,527000,529700,532300,533900,535400,536200,536800,538000,540700,543300,546800,551700,556600,558300,559200,561600,564000,565000,565500,566700,567200,567600,567700,568300,568900
394318,"Allentown, PA",64,85100,85200,85400,85400,85600,86000,86900,88400,90500,92700,94800,96700,98300,99600,100700,101500,102200,102700,102700,102200,100900,99200,97500,96200,95300,95100,95500,96300,97300,98100,98500,98500,97800,96600,95300,94100,93000,92300,92000,92200,92800,93900,95300,96900,98700,100600,102500,104300,105800,107000,107800,108400,108800,109000,109400,109900,110600,111500,112500,113600,114500,115100,115600,115900,116000,116000,116100,116300,116800,117500,118300,119300,120200,121100,122000,122700,123500,124300,125100,126000,127000,128000,129200,130500,131900,133300,134700,136100,137400,138600,139700,140800,142100,143500,144900,146200,147400,148800,150200,151700,153300,155100,156900,158600,160100,161600,163000,164600,166400,168400,170700,173300,175900,178500,181000,183300,185300,187200,189000,190800,192600,194300,195800,197100,198200,199000,199600,200100,200500,200800,201200,201700,202000,202100,201900,201500,201000,200500,199900,199300,198800,198100,197400,196900,196400,195700,194800,193800,192600,191400,190300,189300,188500,187700,186900,186000,185000,183900,182700,181800,181000,180400,180000,179800,179900,179900,180100,179500,178400,177800,177600,177000,176100,175100,174000,172900,171600,170400,169500,168700,167700,166600,165500,164900,164200,163000,161700,160800,160200,159400,158500,157900,157300,156400,155500,155000,154800,155800,156900,157200,156700,156300,156200,156800,157500,158400,159100,159200,159000,158400,157700,157400,157600,158200,158300,158200,158500,159000,159600,160000,160500,160800,161200,161700,161900,161700,161200,160600,160400,160500,160400,160100,160100,160300,160400,160500,160700,161000,161700,162300,162500,162700,162900,163300,164200,165200,165800,166100,166600,167700,168600,169500,170100,170800,171700,172500,173300,174300,175200,175900,176700,177400,178000,178900,180000,181300,182400,183500,183900,184000,184600,185800,186800,187500,188200
394561,"El Paso, TX",65,80000,79800,79700,79500,79400,79400,79300,79300,79200,79200,79100,79000,78900,78800,78700,78600,78500,78500,78600,78700,78900,79100,79300,79600,79700,79800,79800,79900,79900,80100,80200,80400,80600,80800,81100,81400,81700,82000,82300,82600,82900,83200,83500,83700,83800,83900,83900,83800,83600,83500,83400,83200,82900,82500,82200,81900,81500,81200,81000,80700,80400,80100,79900,79700,79500,79300,79200,79200,79300,79400,79500,79700,79900,80000,80200,80400,80700,81000,81300,81600,81800,81900,82000,82100,82200,82500,82800,83100,83500,83900,84300,84900,85700,86500,87500,88600,89600,90600,91600,92300,93000,93700,94200,94900,95600,96400,97100,97900,98600,99300,100000,100700,101400,102100,102900,103600,104200,105000,105700,106600,107500,108400,109400,110600,111800,113200,114500,115800,117100,118400,119900,121500,123200,125000,126700,128300,129500,130300,130900,131100,130800,130200,129200,128100,127000,125800,124800,124000,123400,122800,122300,121900,121500,121300,121100,120900,120600,120100,119600,119500,119600,119800,119900,120100,120300,120300,120500,120600,120400,120400,120500,120400,120000,119700,119700,119700,119600,119500,119300,118900,118800,118600,118200,117900,117900,117700,117200,116800,116800,116600,116300,116000,115900,116200,116300,116100,115800,115800,115800,115800,115800,115900,116000,116200,116200,116100,116100,116200,116000,115800,115800,115700,115400,115500,115900,116300,116800,117000,117200,117300,117500,117200,116700,116300,116300,116300,116200,116200,116200,116300,116400,116500,116300,116300,116700,117200,117300,117300,117200,117200,117100,116900,116900,117100,117300,117800,118200,118700,119300,119900,120400,120800,121200,121900,122400,122600,122800,123400,124000,124300,124100,123900,124100,124500,125000,125600,126100,126500,127400,128200,128500,128900,129600,130300,130600
394521,"Dayton, OH",66,84900,85200,85500,85700,85900,86100,86100,86100,86300,86500,86800,87100,87400,87800,88100,88300,88400,88500,88500,88600,88600,88800,89000,89200,89400,89700,89900,90100,90200,90400,90500,90700,90900,91200,91400,91500,91600,91600,91700,91700,91900,92100,92300,92600,92900,93300,93600,93900,94000,94100,94300,94500,94700,94900,95100,95300,95500,95700,96000,96300,96600,96800,97100,97400,97800,98100,98400,98600,98700,98800,98800,98900,99000,99300,99600,100000,100500,101000,101600,102300,103100,104000,104700,105400,106000,106600,107200,107800,108500,109300,110100,110900,111500,111900,112100,112200,112300,112500,112800,113000,113200,113400,113600,113700,113800,114000,114200,114400,114800,115100,115500,115700,115900,116000,116100,116300,116400,116500,116700,116800,116900,117000,116900,116900,116700,116500,116400,116300,116200,116100,116100,116100,115900,115700,115600,115500,115400,115300,115100,114800,114500,114200,113900,113500,113100,112700,112200,111800,111000,110200,109600,108900,108100,107400,106700,106100,105300,104500,103900,103600,103300,103100,103000,103100,103000,103000,103000,103200,103600,104000,103700,103100,102600,102100,101000,100000,99300,98500,97500,96500,95700,95100,94900,94700,94400,93900,93400,93100,92900,93000,93000,93000,93300,93700,93400,92900,93000,93300,93700,93800,93900,94000,93900,93800,93600,93300,93100,93100,93100,93300,93400,93500,93900,94400,94500,94600,94600,94600,95000,95400,95500,95400,95600,96200,96500,96400,96500,96800,96700,96600,96600,96600,96700,97000,97100,96900,96900,97400,98100,98700,99300,100200,101100,101800,102500,103000,103500,104100,104700,105200,105900,106900,107900,108600,109500,110400,110900,111300,111800,112500,112800,113200,113900,114700,115300,116100,117000,117800,118900,120200,121400,122400,123100,123500,123800
394843,"McAllen, TX",67,69900,69800,69600,69500,69300,69000,68500,67900,67000,66100,65000,64000,63100,62300,61700,61200,61000,61000,61100,61400,61800,62300,62800,63100,63300,63500,63600,63500,63400,63400,63400,63400,63600,63900,64300,64600,65000,65400,65800,66200,66600,67100,67800,68700,69800,71100,72400,73700,75000,76200,77300,78400,79300,80100,80500,80500,80100,79400,78500,77600,76700,76100,75600,75400,75200,75200,75200,75400,75600,75900,76300,76800,77300,77800,78400,78900,79300,79600,79800,79900,79900,79800,79700,79700,79700,79700,79800,79800,79800,79800,79800,79900,80100,80500,80800,81000,81300,81600,81800,81900,81900,82000,82100,82300,82400,82600,82800,83000,83100,83200,83300,83400,83500,83600,83800,84100,84400,84700,85000,85400,85900,86300,86800,87300,87900,88400,88900,89200,89500,89800,90000,90100,90200,90200,90200,90100,90000,89900,89800,89800,89800,89700,89600,89500,89200,88800,88300,87900,87500,87200,86900,86600,86300,86000,85700,85600,85400,85300,85100,84900,84600,84300,84200,84200,84200,84100,84100,84300,84500,84400,84100,84000,84000,84000,83900,83500,82900,82300,81800,81200,80700,80300,80100,79800,79700,79800,80000,80000,79900,80000,80200,80300,80200,80500,80800,80800,80600,80500,80400,80500,80600,80900,80600,79800,79400,79600,79800,80000,79900,79700,79600,80000,80600,81000,81400,82000,82400,82500,82500,82900,83400,83600,83600,83500,83600,83600,83900,84400,85000,85400,85900,86400,86900,87300,87400,87700,88200,88500,88400,88400,88900,89400,89700,90000,90300,90900,91400,91600,91800,92100,92400,92900,93400,94000,94700,95400,95900,96700,97500,98100,98600,99600,101600,103800,105000,105900,106800,107400,107800,108300,109000,109600,109700,110000,110600
394486,"Columbia, SC",68,76800,76900,77200,77600,78100,78800,79600,80600,81600,82600,83700,84800,85800,86700,87400,88000,88300,88600,88600,88500,88200,87800,87600,87600,87700,88000,88500,89100,89600,90200,90700,91200,91800,92300,92800,93400,93900,94300,94800,95200,95500,95900,96100,96400,96700,97000,97400,97800,98200,98500,98700,98800,98800,98800,98800,98800,98800,98900,99200,99400,99700,100000,100200,100400,100700,101100,101500,102000,102600,103300,103900,104400,104900,105300,105600,105900,106200,106400,106600,106900,107300,107600,107800,108100,108500,108800,109100,109400,109800,110300,110800,111300,111700,112100,112300,112500,112800,113100,113500,114000,114600,115200,115700,116200,116800,117300,117800,118300,118800,119300,119900,120600,121200,121900,122500,123000,123500,124000,124600,125100,125600,126200,126700,127200,127700,128100,128500,128900,129200,129600,129900,130200,130400,130600,130700,130700,130500,130300,130100,129800,129600,129400,129200,129000,128800,128500,128200,127900,127500,127100,126800,126500,126300,126000,125900,125700,125400,125100,124800,124500,124200,124000,124000,124000,124100,124300,124500,124500,124500,124400,124300,124100,124000,123800,123500,122900,122100,121300,120400,119500,118900,118400,117800,117200,116700,116300,116000,115700,115200,114800,114500,114300,114100,113800,113700,113600,113500,113500,113500,113100,113000,113200,113200,112800,112300,111900,111900,112000,111900,111800,112000,112300,112200,111800,111600,112000,112300,112300,111900,111700,111600,111000,110500,110900,111500,111800,111900,112000,112200,112600,113100,113200,113400,113800,114000,113900,113700,113900,114300,115100,116000,117000,118200,119400,120400,121200,121900,122800,123900,124500,124800,125400,125900,126300,126500,126900,127400,128100,128400,128500,128800,129600,130500,131000,131700,132500,133200,133700,134100,134500,135200,135800,136300,136900,137500
394304,"Akron, OH",69,86200,86500,86900,87200,87600,88000,88400,88700,89000,89400,89700,90000,90300,90700,91000,91400,91600,91900,92200,92600,93000,93400,93900,94300,94700,95200,95700,96200,96600,96900,97300,97700,98000,98400,98800,99200,99400,99800,100300,100800,101400,102100,102800,103600,104400,105100,105700,106200,106700,107000,107200,107400,107600,107800,108000,108100,108300,108600,108900,109300,109700,110300,110800,111400,112000,112600,113100,113500,113900,114200,114500,114900,115300,115800,116200,116600,117100,117500,118000,118500,119100,119700,120300,120900,121300,121700,122100,122500,123000,123500,124000,124400,124800,125100,125400,125700,125900,126100,126200,126300,126300,126300,126400,126600,126800,127000,127200,127300,127300,127400,127500,127600,127700,127800,127900,128000,128100,128100,128000,128000,128100,128300,128400,128400,128400,128300,128300,128200,128200,128300,128300,128100,127700,127300,126700,126000,125400,124800,124300,123500,122800,122100,121600,121100,120800,120600,120300,119800,119300,118900,118500,118000,117600,117300,116900,116400,116000,115600,115200,114900,114600,114400,114300,114000,114000,114000,114100,113600,113200,113100,113100,113400,113700,113500,113000,112500,111800,111000,110500,110200,109600,108400,107200,106700,106600,106300,105900,106000,105900,105300,105200,105500,105700,105900,106100,105900,105600,105400,105200,105400,106100,106700,106800,106800,106700,106700,107200,107500,107200,107100,107300,107200,107100,107400,107600,107700,108300,109300,110000,110200,110100,110000,110100,110100,109800,109600,110100,110600,110900,110800,110700,111100,112000,112900,113900,114800,115300,115600,115800,115900,116300,117000,117700,118100,118400,118800,119100,119300,119900,120300,120700,121600,123100,124400,125400,126200,126800,127200,127800,128400,129100,129800,130500,130900,131200,131900,132300,132700,133500,134700,135800,136400,137000,138000,138700
753906,"North Port-Sarasota-Bradenton, FL",70,97900,98100,98300,98700,99300,100000,100900,101800,102600,103200,103600,103600,103600,103500,103500,103500,103600,103800,104200,104500,104900,105300,105900,106500,107300,108300,109600,111000,112500,113900,115200,116200,117100,117800,118400,118800,119200,119600,120000,120600,121300,122100,123000,124000,125300,126600,127900,129200,130500,131600,132800,133800,134900,135900,136800,137800,138800,139900,141100,142200,143300,144400,145500,146500,147600,148600,149700,150800,152100,153500,155100,156600,158100,159700,161400,163100,164900,166700,168700,170700,172800,174500,176000,177400,178800,180200,181500,182900,184500,186200,188200,190200,192200,194200,196400,198700,201500,204700,208600,213100,218100,223400,229100,235100,241900,249200,256800,264800,273200,281500,289400,296800,303300,308800,313400,317200,320300,322900,324900,326600,327800,328400,328000,326300,323400,319700,315300,310300,305000,299900,294900,289600,284200,278800,273400,268100,262900,258100,253300,248300,243300,238600,234200,229700,225300,221200,217500,214000,210700,207700,204800,201700,198500,195500,192500,189100,185400,182000,178900,176200,173900,171900,170400,169200,168400,168100,168000,168000,167900,167800,167200,166600,165500,163900,162100,161400,161600,160800,159100,158100,157800,157100,156300,156100,156000,156000,156400,156400,155800,155400,155900,156800,157900,158900,159900,160700,161700,162900,164300,165800,167300,168900,171000,172600,173500,174700,176900,179100,180900,182500,184200,185900,187400,188900,190700,192700,195000,197600,199900,201500,203300,205200,206900,208400,210100,211700,213500,215600,217900,219900,221700,223900,226500,229100,231500,234000,236400,238400,240100,241800,243700,245200,246400,247400,248900,250900,252900,254600,256600,257900,258200,258100,258400,258700,259200,260200,261400,262100,262400,262900,263200,264400,266700,268500,269200,270000,271400,272700,273400,274000,274900,275500,276000,277200,278100
